t_s,hhmmss,type,detail,raw,t_rel_s,t_bin_s,scenario,run_id,role
12116.0,03:21:56,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,0.0,0,high,run06,boundary
12131.0,03:22:11,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,15.0,15,high,run06,boundary
12146.0,03:22:26,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,30.0,30,high,run06,boundary
12161.0,03:22:41,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,45.0,45,high,run06,boundary
12176.0,03:22:56,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,60.0,60,high,run06,boundary
12191.0,03:23:11,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,75.0,75,high,run06,boundary
12207.0,03:23:27,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,91.0,91,high,run06,boundary
12222.0,03:23:42,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,106.0,106,high,run06,boundary
12237.0,03:23:57,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,121.0,121,high,run06,boundary
12252.0,03:24:12,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,136.0,136,high,run06,boundary
12267.0,03:24:27,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,151.0,151,high,run06,boundary
12282.0,03:24:42,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,166.0,166,high,run06,boundary
12297.0,03:24:57,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,181.0,181,high,run06,boundary
12312.0,03:25:12,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,196.0,196,high,run06,boundary
12327.0,03:25:27,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,211.0,211,high,run06,boundary
12342.0,03:25:42,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,226.0,226,high,run06,boundary
12357.0,03:25:57,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,241.0,241,high,run06,boundary
12372.0,03:26:12,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,256.0,256,high,run06,boundary
12387.0,03:26:27,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,271.0,271,high,run06,boundary
12402.0,03:26:42,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,286.0,286,high,run06,boundary
12417.0,03:26:57,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,301.0,301,high,run06,boundary
12628.0,03:30:28,selected_peer,serverntp,*serverntp       127.127.1.0      9 u    5   64   17   1.3240   0.2412   0.5923,512.0,512,high,run06,boundary
12643.0,03:30:43,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   21   64   17   1.3240   0.2412   0.5923,527.0,527,high,run06,boundary
12658.0,03:30:58,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   36   64   17   1.3240   0.2412   0.5923,542.0,542,high,run06,boundary
12673.0,03:31:13,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   51   64   17   1.3240   0.2412   0.5923,557.0,557,high,run06,boundary
12689.0,03:31:29,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   66   64   17   1.3240   0.2412   0.5923,573.0,573,high,run06,boundary
12704.0,03:31:44,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   14   64   37   1.9159   0.2172   0.5074,588.0,588,high,run06,boundary
12719.0,03:31:59,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   29   64   37   1.9159   0.2172   0.5074,603.0,603,high,run06,boundary
12734.0,03:32:14,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   44   64   37   1.9159   0.2172   0.5074,618.0,618,high,run06,boundary
12749.0,03:32:29,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   59   64   37   1.9159   0.2172   0.5074,633.0,633,high,run06,boundary
12764.0,03:32:44,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   10   64   77   3.9269   1.6961   1.6257,648.0,648,high,run06,boundary
12779.0,03:32:59,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   25   64   77   3.9269   1.6961   1.6257,663.0,663,high,run06,boundary
12794.0,03:33:14,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   40   64   77   3.9269   1.6961   1.6257,678.0,678,high,run06,boundary
12809.0,03:33:29,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   55   64   77   3.9269   1.6961   1.6257,693.0,693,high,run06,boundary
12824.0,03:33:44,selected_peer,serverntp,*serverntp       127.127.1.0      9 u    5   64  177   1.3136   0.2093   0.7342,708.0,708,high,run06,boundary
12839.0,03:33:59,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   20   64  177   1.3136   0.2093   0.7342,723.0,723,high,run06,boundary
12854.0,03:34:14,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   35   64  177   1.3136   0.2093   0.7342,738.0,738,high,run06,boundary
12869.0,03:34:29,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   51   64  177   1.3136   0.2093   0.7342,753.0,753,high,run06,boundary
12884.0,03:34:44,selected_peer,serverntp,*serverntp       127.127.1.0      9 u    -   64  377   0.6744   0.0966   0.7143,768.0,768,high,run06,boundary
12899.0,03:34:59,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   15   64  377   0.6744   0.0966   0.7143,783.0,783,high,run06,boundary
12915.0,03:35:15,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   30   64  377   0.6744   0.0966   0.7143,799.0,799,high,run06,boundary
12930.0,03:35:30,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   45   64  377   0.6744   0.0966   0.7143,814.0,814,high,run06,boundary
12945.0,03:35:45,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   60   64  377   0.6744   0.0966   0.7143,829.0,829,high,run06,boundary
12960.0,03:36:00,selected_peer,serverntp,*serverntp       127.127.1.0      9 u    9   64  377   1.4127   0.2711   0.6705,844.0,844,high,run06,boundary
12975.0,03:36:15,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   24   64  377   1.4127   0.2711   0.6705,859.0,859,high,run06,boundary
12990.0,03:36:30,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   39   64  377   1.4127   0.2711   0.6705,874.0,874,high,run06,boundary
13005.0,03:36:45,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   54   64  377   1.4127   0.2711   0.6705,889.0,889,high,run06,boundary
13020.0,03:37:00,selected_peer,serverntp,*serverntp       127.127.1.0      9 u    4   64  377   0.6744   0.0966   0.6991,904.0,904,high,run06,boundary
13035.0,03:37:15,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   19   64  377   0.6744   0.0966   0.6991,919.0,919,high,run06,boundary
13050.0,03:37:30,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   34   64  377   0.6744   0.0966   0.6991,934.0,934,high,run06,boundary
13065.0,03:37:45,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   49   64  377   0.6744   0.0966   0.6991,949.0,949,high,run06,boundary
13080.0,03:38:00,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   64   64  377   0.6744   0.0966   0.6991,964.0,964,high,run06,boundary
13095.0,03:38:15,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   12   64  377   0.6744   0.0966   0.6616,979.0,979,high,run06,boundary
