t_s,hhmmss,type,detail,raw,t_rel_s,t_bin_s,scenario,run_id,role
86003.0,23:53:23,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,0.0,0,medium,run13,boundary
86018.0,23:53:38,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,15.0,15,medium,run13,boundary
86033.0,23:53:53,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,30.0,30,medium,run13,boundary
86048.0,23:54:08,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,45.0,45,medium,run13,boundary
86063.0,23:54:23,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,60.0,60,medium,run13,boundary
86078.0,23:54:38,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,75.0,75,medium,run13,boundary
86093.0,23:54:53,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,90.0,90,medium,run13,boundary
86108.0,23:55:08,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,105.0,105,medium,run13,boundary
86123.0,23:55:23,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,120.0,120,medium,run13,boundary
86138.0,23:55:38,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,135.0,135,medium,run13,boundary
86153.0,23:55:53,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,150.0,150,medium,run13,boundary
86169.0,23:56:09,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,166.0,166,medium,run13,boundary
86184.0,23:56:24,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,181.0,181,medium,run13,boundary
86199.0,23:56:39,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,196.0,196,medium,run13,boundary
86214.0,23:56:54,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,211.0,211,medium,run13,boundary
86229.0,23:57:09,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,226.0,226,medium,run13,boundary
86244.0,23:57:24,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,241.0,241,medium,run13,boundary
86259.0,23:57:39,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,256.0,256,medium,run13,boundary
86274.0,23:57:54,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,271.0,271,medium,run13,boundary
86289.0,23:58:09,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,286.0,286,medium,run13,boundary
86304.0,23:58:24,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,301.0,301,medium,run13,boundary
86515.0,00:01:55,selected_peer,serverntp,*serverntp       127.127.1.0      9 u    6   64   17   1.1483   0.3492   0.3385,512.0,512,medium,run13,boundary
86530.0,00:02:10,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   21   64   17   1.1483   0.3492   0.3385,527.0,527,medium,run13,boundary
86545.0,00:02:25,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   36   64   17   1.1483   0.3492   0.3385,542.0,542,medium,run13,boundary
86560.0,00:02:40,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   51   64   17   1.1483   0.3492   0.3385,557.0,557,medium,run13,boundary
86575.0,00:02:55,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   66   64   17   1.1483   0.3492   0.3385,572.0,572,medium,run13,boundary
