t_s,hhmmss,remote,refid,stratum,assoc_type,when_s,poll_s,reach_raw,reach_oct,sel_char,selected,delay_ms,offset_ms,jitter_ms,raw,t_rel_s,t_bin_s,scenario,run_id,role
46623.0,12:57:03,serverntp,.INIT.,16,u,,64,0,0,,False,0.0,0.0,0.0002,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,0.0,0,low,run03,boundary
46638.0,12:57:18,serverntp,.INIT.,16,u,,64,0,0,,False,0.0,0.0,0.0002,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,15.0,15,low,run03,boundary
46653.0,12:57:33,serverntp,.INIT.,16,u,,64,0,0,,False,0.0,0.0,0.0002,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,30.0,30,low,run03,boundary
46668.0,12:57:48,serverntp,.INIT.,16,u,,64,0,0,,False,0.0,0.0,0.0002,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,45.0,45,low,run03,boundary
46683.0,12:58:03,serverntp,.INIT.,16,u,,64,0,0,,False,0.0,0.0,0.0002,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,60.0,60,low,run03,boundary
46698.0,12:58:18,serverntp,.INIT.,16,u,,64,0,0,,False,0.0,0.0,0.0002,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,75.0,75,low,run03,boundary
46713.0,12:58:33,serverntp,.INIT.,16,u,,64,0,0,,False,0.0,0.0,0.0002,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,90.0,90,low,run03,boundary
46728.0,12:58:48,serverntp,.INIT.,16,u,,64,0,0,,False,0.0,0.0,0.0002,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,105.0,105,low,run03,boundary
46743.0,12:59:03,serverntp,.INIT.,16,u,,64,0,0,,False,0.0,0.0,0.0002,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,120.0,120,low,run03,boundary
46758.0,12:59:18,serverntp,.INIT.,16,u,,64,0,0,,False,0.0,0.0,0.0002,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,135.0,135,low,run03,boundary
46773.0,12:59:33,serverntp,.INIT.,16,u,,64,0,0,,False,0.0,0.0,0.0002,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,150.0,150,low,run03,boundary
46788.0,12:59:48,serverntp,.INIT.,16,u,,64,0,0,,False,0.0,0.0,0.0002,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,165.0,165,low,run03,boundary
46803.0,13:00:03,serverntp,.INIT.,16,u,,64,0,0,,False,0.0,0.0,0.0002,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,180.0,180,low,run03,boundary
46818.0,13:00:18,serverntp,.INIT.,16,u,,64,0,0,,False,0.0,0.0,0.0002,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,195.0,195,low,run03,boundary
46833.0,13:00:33,serverntp,.INIT.,16,u,,64,0,0,,False,0.0,0.0,0.0002,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,210.0,210,low,run03,boundary
46849.0,13:00:49,serverntp,.INIT.,16,u,,64,0,0,,False,0.0,0.0,0.0002,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,226.0,226,low,run03,boundary
46864.0,13:01:04,serverntp,.INIT.,16,u,,64,0,0,,False,0.0,0.0,0.0002,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,241.0,241,low,run03,boundary
46879.0,13:01:19,serverntp,.INIT.,16,u,,64,0,0,,False,0.0,0.0,0.0002,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,256.0,256,low,run03,boundary
46894.0,13:01:34,serverntp,.INIT.,16,u,,64,0,0,,False,0.0,0.0,0.0002,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,271.0,271,low,run03,boundary
46909.0,13:01:49,serverntp,.INIT.,16,u,,64,0,0,,False,0.0,0.0,0.0002,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,286.0,286,low,run03,boundary
46924.0,13:02:04,serverntp,.INIT.,16,u,,64,0,0,,False,0.0,0.0,0.0002,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,301.0,301,low,run03,boundary
46939.0,13:02:19,serverntp,127.127.1.0,9,u,4.0,64,1,1,,False,5.5589,2.4995,0.0,serverntp       127.127.1.0      9 u    4   64    1   5.5589   2.4995   0.0000,316.0,316,low,run03,boundary
46954.0,13:02:34,serverntp,127.127.1.0,9,u,19.0,64,1,1,,False,5.5589,2.4995,0.0,serverntp       127.127.1.0      9 u   19   64    1   5.5589   2.4995   0.0000,331.0,331,low,run03,boundary
46969.0,13:02:49,serverntp,127.127.1.0,9,u,34.0,64,1,1,,False,5.5589,2.4995,0.0,serverntp       127.127.1.0      9 u   34   64    1   5.5589   2.4995   0.0000,346.0,346,low,run03,boundary
46984.0,13:03:04,serverntp,127.127.1.0,9,u,49.0,64,1,1,,False,5.5589,2.4995,0.0,serverntp       127.127.1.0      9 u   49   64    1   5.5589   2.4995   0.0000,361.0,361,low,run03,boundary
46999.0,13:03:19,serverntp,127.127.1.0,9,u,,64,3,3,,False,2.0848,0.3082,2.1913,serverntp       127.127.1.0      9 u    -   64    3   2.0848   0.3082   2.1913,376.0,376,low,run03,boundary
47014.0,13:03:34,serverntp,127.127.1.0,9,u,15.0,64,3,3,,False,2.0848,0.3082,2.1913,serverntp       127.127.1.0      9 u   15   64    3   2.0848   0.3082   2.1913,391.0,391,low,run03,boundary
47029.0,13:03:49,serverntp,127.127.1.0,9,u,30.0,64,3,3,,False,2.0848,0.3082,2.1913,serverntp       127.127.1.0      9 u   30   64    3   2.0848   0.3082   2.1913,406.0,406,low,run03,boundary
47044.0,13:04:04,serverntp,127.127.1.0,9,u,45.0,64,3,3,,False,2.0848,0.3082,2.1913,serverntp       127.127.1.0      9 u   45   64    3   2.0848   0.3082   2.1913,421.0,421,low,run03,boundary
47059.0,13:04:19,serverntp,127.127.1.0,9,u,60.0,64,3,3,,False,2.0848,0.3082,2.1913,serverntp       127.127.1.0      9 u   60   64    3   2.0848   0.3082   2.1913,436.0,436,low,run03,boundary
47074.0,13:04:34,serverntp,127.127.1.0,9,u,11.0,64,7,7,,False,1.2512,0.1901,1.6352,serverntp       127.127.1.0      9 u   11   64    7   1.2512   0.1901   1.6352,451.0,451,low,run03,boundary
47090.0,13:04:50,serverntp,127.127.1.0,9,u,26.0,64,7,7,,False,1.2512,0.1901,1.6352,serverntp       127.127.1.0      9 u   26   64    7   1.2512   0.1901   1.6352,467.0,467,low,run03,boundary
47105.0,13:05:05,serverntp,127.127.1.0,9,u,41.0,64,7,7,,False,1.2512,0.1901,1.6352,serverntp       127.127.1.0      9 u   41   64    7   1.2512   0.1901   1.6352,482.0,482,low,run03,boundary
47120.0,13:05:20,serverntp,127.127.1.0,9,u,8.0,64,17,15,*,True,1.4437,0.2186,1.318,*serverntp       127.127.1.0      9 u    8   64   17   1.4437   0.2186   1.3180,497.0,497,low,run03,boundary
47152.0,13:05:52,serverntp,127.127.1.0,9,u,23.0,64,17,15,*,True,1.4437,0.2186,1.318,*serverntp       127.127.1.0      9 u   23   64   17   1.4437   0.2186   1.3180,529.0,529,low,run03,boundary
