t_s,hhmmss,type,detail,raw,t_rel_s,t_bin_s,scenario,run_id,role
13703.0,03:48:23,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,0.0,0,high,run07,client
13718.0,03:48:38,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,15.0,15,high,run07,client
13733.0,03:48:53,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,30.0,30,high,run07,client
13748.0,03:49:08,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,45.0,45,high,run07,client
13763.0,03:49:23,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,60.0,60,high,run07,client
13779.0,03:49:39,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,76.0,76,high,run07,client
13794.0,03:49:54,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,91.0,91,high,run07,client
13809.0,03:50:09,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,106.0,106,high,run07,client
13824.0,03:50:24,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,121.0,121,high,run07,client
13839.0,03:50:39,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,136.0,136,high,run07,client
13854.0,03:50:54,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,151.0,151,high,run07,client
13869.0,03:51:09,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,166.0,166,high,run07,client
13884.0,03:51:24,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,181.0,181,high,run07,client
13899.0,03:51:39,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,196.0,196,high,run07,client
13914.0,03:51:54,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,211.0,211,high,run07,client
13929.0,03:52:09,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,226.0,226,high,run07,client
13944.0,03:52:24,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,241.0,241,high,run07,client
13959.0,03:52:39,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,256.0,256,high,run07,client
13974.0,03:52:54,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,271.0,271,high,run07,client
13989.0,03:53:09,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,286.0,286,high,run07,client
14005.0,03:53:25,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,302.0,302,high,run07,client
