t_s,hhmmss,type,detail,raw,t_rel_s,t_bin_s,scenario,run_id,role
73529.0,20:25:29,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,0.0,0,medium,run05,boundary
73544.0,20:25:44,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,15.0,15,medium,run05,boundary
73559.0,20:25:59,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,30.0,30,medium,run05,boundary
73574.0,20:26:14,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,45.0,45,medium,run05,boundary
73589.0,20:26:29,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,60.0,60,medium,run05,boundary
73604.0,20:26:44,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,75.0,75,medium,run05,boundary
73620.0,20:27:00,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,91.0,91,medium,run05,boundary
73635.0,20:27:15,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,106.0,106,medium,run05,boundary
73650.0,20:27:30,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,121.0,121,medium,run05,boundary
73665.0,20:27:45,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,136.0,136,medium,run05,boundary
73680.0,20:28:00,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,151.0,151,medium,run05,boundary
73695.0,20:28:15,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,166.0,166,medium,run05,boundary
73710.0,20:28:30,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,181.0,181,medium,run05,boundary
73725.0,20:28:45,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,196.0,196,medium,run05,boundary
73740.0,20:29:00,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,211.0,211,medium,run05,boundary
73755.0,20:29:15,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,226.0,226,medium,run05,boundary
73770.0,20:29:30,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,241.0,241,medium,run05,boundary
73785.0,20:29:45,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,256.0,256,medium,run05,boundary
73800.0,20:30:00,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,271.0,271,medium,run05,boundary
73815.0,20:30:15,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,286.0,286,medium,run05,boundary
73830.0,20:30:30,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,301.0,301,medium,run05,boundary
74041.0,20:34:01,selected_peer,serverntp,*serverntp       127.127.1.0      9 u    5   64   17   2.2042   0.8257   0.4345,512.0,512,medium,run05,boundary
74056.0,20:34:16,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   21   64   17   2.2042   0.8257   0.4345,527.0,527,medium,run05,boundary
74071.0,20:34:31,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   36   64   17   2.2042   0.8257   0.4345,542.0,542,medium,run05,boundary
74087.0,20:34:47,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   51   64   17   2.2042   0.8257   0.4345,558.0,558,medium,run05,boundary
