t_s,hhmmss,type,detail,raw,t_rel_s,t_bin_s,scenario,run_id,role
73529.0,20:25:29,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,0.0,0,medium,run05,client
73544.0,20:25:44,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,15.0,15,medium,run05,client
73559.0,20:25:59,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,30.0,30,medium,run05,client
73574.0,20:26:14,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,45.0,45,medium,run05,client
73589.0,20:26:29,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,60.0,60,medium,run05,client
73604.0,20:26:44,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,75.0,75,medium,run05,client
73619.0,20:26:59,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,90.0,90,medium,run05,client
73634.0,20:27:14,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,105.0,105,medium,run05,client
73649.0,20:27:29,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,120.0,120,medium,run05,client
73664.0,20:27:44,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,135.0,135,medium,run05,client
73679.0,20:27:59,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,150.0,150,medium,run05,client
73695.0,20:28:15,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,166.0,166,medium,run05,client
73710.0,20:28:30,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,181.0,181,medium,run05,client
73725.0,20:28:45,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,196.0,196,medium,run05,client
73740.0,20:29:00,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,211.0,211,medium,run05,client
73755.0,20:29:15,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,226.0,226,medium,run05,client
73770.0,20:29:30,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,241.0,241,medium,run05,client
73785.0,20:29:45,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,256.0,256,medium,run05,client
73800.0,20:30:00,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,271.0,271,medium,run05,client
73815.0,20:30:15,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,286.0,286,medium,run05,client
73830.0,20:30:30,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,301.0,301,medium,run05,client
73845.0,20:30:45,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,316.0,316,medium,run05,client
73860.0,20:31:00,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,331.0,331,medium,run05,client
73875.0,20:31:15,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,346.0,346,medium,run05,client
73890.0,20:31:30,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,361.0,361,medium,run05,client
73905.0,20:31:45,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,376.0,376,medium,run05,client
73921.0,20:32:01,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,392.0,392,medium,run05,client
73936.0,20:32:16,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,407.0,407,medium,run05,client
73951.0,20:32:31,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,422.0,422,medium,run05,client
73966.0,20:32:46,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,437.0,437,medium,run05,client
73981.0,20:33:01,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,452.0,452,medium,run05,client
73996.0,20:33:16,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,467.0,467,medium,run05,client
74011.0,20:33:31,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,482.0,482,medium,run05,client
74026.0,20:33:46,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,497.0,497,medium,run05,client
74041.0,20:34:01,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,512.0,512,medium,run05,client
74056.0,20:34:16,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,527.0,527,medium,run05,client
74086.0,20:34:46,selected_peer,boundary1,*boundary1       10.0.10.4       10 u    5   64    1  12.3808  -5.5042   2.7531,557.0,557,medium,run05,client
74101.0,20:35:01,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   20   64    1  12.3808  -5.5042   2.7531,572.0,572,medium,run05,client
74116.0,20:35:16,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   35   64    1  12.3808  -5.5042   2.7531,587.0,587,medium,run05,client
74131.0,20:35:31,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   50   64    1  12.3808  -5.5042   2.7531,602.0,602,medium,run05,client
74147.0,20:35:47,selected_peer,boundary1,*boundary1       10.0.10.4       10 u    6   64    3  18.8894  -8.6878   2.0267,618.0,618,medium,run05,client
74162.0,20:36:02,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   21   64    3  18.8894  -8.6878   2.0267,633.0,633,medium,run05,client
74177.0,20:36:17,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   36   64    3  18.8894  -8.6878   2.0267,648.0,648,medium,run05,client
74192.0,20:36:32,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   51   64    3  18.8894  -8.6878   2.0267,663.0,663,medium,run05,client
74207.0,20:36:47,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   66   64    3  18.8894  -8.6878   2.0267,678.0,678,medium,run05,client
74222.0,20:37:02,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   12   64    7  15.0168  -6.7163   1.7888,693.0,693,medium,run05,client
74237.0,20:37:17,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   27   64    7  15.0168  -6.7163   1.7888,708.0,708,medium,run05,client
74252.0,20:37:32,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   42   64    7  15.0168  -6.7163   1.7888,723.0,723,medium,run05,client
74267.0,20:37:47,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   57   64    7  15.0168  -6.7163   1.7888,738.0,738,medium,run05,client
74282.0,20:38:02,selected_peer,boundary1,*boundary1       10.0.10.4       10 u    7   64   17  20.5521  -9.3665   2.5019,753.0,753,medium,run05,client
74297.0,20:38:17,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   22   64   17  20.5521  -9.3665   2.5019,768.0,768,medium,run05,client
74312.0,20:38:32,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   37   64   17  20.5521  -9.3665   2.5019,783.0,783,medium,run05,client
74327.0,20:38:47,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   52   64   17  20.5521  -9.3665   2.5019,798.0,798,medium,run05,client
