t,offset_ns,servo_state,freq_raw,path_delay_ns,raw,t_rel_s
15645.555,1889748,2,272844,557637,ptp4l[15645.555]: master offset    1889748 s2 freq +272844 path delay    557637,87.06800000000112
15646.556,1165657,2,201601,592279,ptp4l[15646.556]: master offset    1165657 s2 freq +201601 path delay    592279,88.06900000000132
15647.557,100332,2,95169,592279,ptp4l[15647.557]: master offset     100332 s2 freq  +95169 path delay    592279,89.07000000000153
15648.556,-456001,2,39079,592279,ptp4l[15648.556]: master offset    -456001 s2 freq  +39079 path delay    592279,90.06900000000132
15649.559,-24335,2,82222,731432,ptp4l[15649.559]: master offset     -24335 s2 freq  +82222 path delay    731432,91.07200000000012
15650.559,52212,2,89929,731432,ptp4l[15650.559]: master offset      52212 s2 freq  +89929 path delay    731432,92.07200000000012
15651.561,49203,2,89677,731432,ptp4l[15651.561]: master offset      49203 s2 freq  +89677 path delay    731432,93.07400000000052
15652.561,-160136,2,68583,756707,ptp4l[15652.561]: master offset    -160136 s2 freq  +68583 path delay    756707,94.07400000000052
15653.561,-672087,2,16716,756707,ptp4l[15653.561]: master offset    -672087 s2 freq  +16716 path delay    756707,95.07400000000052
15654.566,3244309,2,411600,756707,ptp4l[15654.566]: master offset    3244309 s2 freq +411600 path delay    756707,96.07900000000154
15655.564,-164701,2,70534,756707,ptp4l[15655.564]: master offset    -164701 s2 freq  +70534 path delay    756707,97.07700000000114
15656.565,96613,2,96762,593963,ptp4l[15656.565]: master offset      96613 s2 freq  +96762 path delay    593963,98.07800000000134
15657.567,1214403,2,209755,593963,ptp4l[15657.567]: master offset    1214403 s2 freq +209755 path delay    593963,99.07999999999993
15658.565,-422416,2,45651,593963,ptp4l[15658.565]: master offset    -422416 s2 freq  +45651 path delay    593963,100.07800000000134
15659.567,-91694,2,78631,593963,ptp4l[15659.567]: master offset     -91694 s2 freq  +78631 path delay    593963,101.07999999999993
15660.572,74695,2,95345,595544,ptp4l[15660.572]: master offset      74695 s2 freq  +95345 path delay    595544,102.08500000000095
15661.573,-259195,2,61697,684237,ptp4l[15661.573]: master offset    -259195 s2 freq  +61697 path delay    684237,103.08600000000115
15662.575,438801,2,131935,604884,ptp4l[15662.575]: master offset     438801 s2 freq +131935 path delay    604884,104.08800000000156
15663.574,-506231,2,36926,604884,ptp4l[15663.574]: master offset    -506231 s2 freq  +36926 path delay    604884,105.08700000000135
15664.577,217796,2,109546,604884,ptp4l[15664.577]: master offset     217796 s2 freq +109546 path delay    604884,106.09000000000015
15665.578,-60693,2,81637,604884,ptp4l[15665.578]: master offset     -60693 s2 freq  +81637 path delay    604884,107.09100000000035
15666.58,866538,2,175226,604884,ptp4l[15666.580]: master offset     866538 s2 freq +175226 path delay    604884,108.09300000000076
15667.579,-215998,2,66757,696497,ptp4l[15667.579]: master offset    -215998 s2 freq  +66757 path delay    696497,109.09200000000055
15668.579,-487561,2,39113,658716,ptp4l[15668.579]: master offset    -487561 s2 freq  +39113 path delay    658716,110.09200000000055
15669.58,36108,2,91516,559869,ptp4l[15669.580]: master offset      36108 s2 freq  +91516 path delay    559869,111.09300000000076
15670.582,308968,2,119111,559869,ptp4l[15670.582]: master offset     308968 s2 freq +119111 path delay    559869,112.09500000000116
15671.583,-78676,2,80268,658716,ptp4l[15671.583]: master offset     -78676 s2 freq  +80268 path delay    658716,113.09600000000137
15672.584,-30104,2,85095,651429,ptp4l[15672.584]: master offset     -30104 s2 freq  +85095 path delay    651429,114.09700000000157
15673.583,-548105,2,32747,651429,ptp4l[15673.583]: master offset    -548105 s2 freq  +32747 path delay    651429,115.09600000000137
15674.585,329287,2,120815,476811,ptp4l[15674.585]: master offset     329287 s2 freq +120815 path delay    476811,116.09799999999996
15675.585,-121675,2,75597,644195,ptp4l[15675.585]: master offset    -121675 s2 freq  +75597 path delay    644195,117.09799999999996
15676.587,93396,2,97198,696253,ptp4l[15676.587]: master offset      93396 s2 freq  +97198 path delay    696253,118.10000000000036
15677.586,-411158,2,46331,715921,ptp4l[15677.586]: master offset    -411158 s2 freq  +46331 path delay    715921,119.09900000000016
