role,scenario,source_file,convergence_time_s,fault_count,offset_mean_ns_s2,offset_std_ns_s2,offset_p50_ns_s2,offset_p95_ns_s2,offset_p99_ns_s2,offset_maxabs_ns_s2,path_delay_mean_ns_s2,path_delay_std_ns_s2
boundary,high,analysis/raw_logs/T3/ptp_boundary_high.log,26.130999999999403,0,35863.564220183485,595182.53612886,-56328.5,1231445.7999999996,1890604.56,3244309.0,676369.5412844036,176695.79138846768
boundary,low,analysis/raw_logs/T3/ptp_boundary_low.log,25.791000000001077,0,100251.54128440368,715208.7135934329,-45273.5,1234247.3499999982,2721314.3799999994,5533287.0,545834.247706422,267487.7702076955
boundary,medium,analysis/raw_logs/T3/ptp_boundary_medium.log,26.208999999998923,0,106879.94036697247,1041061.8460930786,-88836.5,1302364.3499999985,2469033.2999999956,11064269.0,721407.1100917432,212321.91972370254
