t,offset_ns,servo_state,freq_raw,path_delay_ns,raw,t_rel_s
15208.456,1067300,2,-50115,443877,ptp4l[15208.456]: master offset    1067300 s2 freq  -50115 path delay    443877,225.21900000000096
15209.455,-170859,2,-174101,443877,ptp4l[15209.455]: master offset    -170859 s2 freq -174101 path delay    443877,226.21800000000076
15210.456,-71209,2,-164208,413404,ptp4l[15210.456]: master offset     -71209 s2 freq -164208 path delay    413404,227.21900000000096
15211.457,-109173,2,-168113,413404,ptp4l[15211.457]: master offset    -109173 s2 freq -168113 path delay    413404,228.22000000000116
15212.458,-97885,2,-167082,413404,ptp4l[15212.458]: master offset     -97885 s2 freq -167082 path delay    413404,229.22100000000137
15213.46,151070,2,-142036,413404,ptp4l[15213.460]: master offset     151070 s2 freq -142036 path delay    413404,230.22299999999996
15214.461,357596,2,-121025,443877,ptp4l[15214.461]: master offset     357596 s2 freq -121025 path delay    443877,231.22400000000016
15215.462,229219,2,-133634,443877,ptp4l[15215.462]: master offset     229219 s2 freq -133634 path delay    443877,232.22500000000036
15216.462,-215796,2,-178351,476428,ptp4l[15216.462]: master offset    -215796 s2 freq -178351 path delay    476428,233.22500000000036
15217.464,917257,2,-64129,439073,ptp4l[15217.464]: master offset     917257 s2 freq  -64129 path delay    439073,234.22700000000077
