t_s,hhmmss,type,detail,raw,t_rel_s,t_bin_s,scenario,run_id,role
82888.0,23:01:28,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,0.0,0,medium,run11,client
82903.0,23:01:43,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,15.0,15,medium,run11,client
82918.0,23:01:58,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,30.0,30,medium,run11,client
82933.0,23:02:13,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,45.0,45,medium,run11,client
82948.0,23:02:28,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,60.0,60,medium,run11,client
82963.0,23:02:43,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,75.0,75,medium,run11,client
82978.0,23:02:58,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,90.0,90,medium,run11,client
82994.0,23:03:14,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,106.0,106,medium,run11,client
83009.0,23:03:29,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,121.0,121,medium,run11,client
83024.0,23:03:44,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,136.0,136,medium,run11,client
83039.0,23:03:59,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,151.0,151,medium,run11,client
83054.0,23:04:14,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,166.0,166,medium,run11,client
83069.0,23:04:29,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,181.0,181,medium,run11,client
83084.0,23:04:44,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,196.0,196,medium,run11,client
83099.0,23:04:59,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,211.0,211,medium,run11,client
83114.0,23:05:14,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,226.0,226,medium,run11,client
83129.0,23:05:29,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,241.0,241,medium,run11,client
83144.0,23:05:44,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,256.0,256,medium,run11,client
83159.0,23:05:59,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,271.0,271,medium,run11,client
83174.0,23:06:14,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,286.0,286,medium,run11,client
83189.0,23:06:29,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,301.0,301,medium,run11,client
83204.0,23:06:44,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,316.0,316,medium,run11,client
83219.0,23:06:59,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,331.0,331,medium,run11,client
83235.0,23:07:15,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,347.0,347,medium,run11,client
83250.0,23:07:30,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,362.0,362,medium,run11,client
83265.0,23:07:45,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,377.0,377,medium,run11,client
83280.0,23:08:00,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,392.0,392,medium,run11,client
83295.0,23:08:15,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,407.0,407,medium,run11,client
83310.0,23:08:30,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,422.0,422,medium,run11,client
83325.0,23:08:45,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,437.0,437,medium,run11,client
83340.0,23:09:00,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,452.0,452,medium,run11,client
83355.0,23:09:15,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,467.0,467,medium,run11,client
83370.0,23:09:30,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,482.0,482,medium,run11,client
83385.0,23:09:45,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,497.0,497,medium,run11,client
83400.0,23:10:00,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,512.0,512,medium,run11,client
83415.0,23:10:15,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,527.0,527,medium,run11,client
83445.0,23:10:45,selected_peer,boundary1,*boundary1       10.0.10.4       10 u    7   64    1  17.6023  -8.1408   1.0535,557.0,557,medium,run11,client
83461.0,23:11:01,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   22   64    1  17.6023  -8.1408   1.0535,573.0,573,medium,run11,client
83476.0,23:11:16,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   37   64    1  17.6023  -8.1408   1.0535,588.0,588,medium,run11,client
83491.0,23:11:31,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   52   64    1  17.6023  -8.1408   1.0535,603.0,603,medium,run11,client
83506.0,23:11:46,selected_peer,boundary1,*boundary1       10.0.10.4       10 u    8   64    3  12.3543  -5.2684   3.3549,618.0,618,medium,run11,client
83521.0,23:12:01,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   23   64    3  12.3543  -5.2684   3.3549,633.0,633,medium,run11,client
83536.0,23:12:16,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   38   64    3  12.3543  -5.2684   3.3549,648.0,648,medium,run11,client
83551.0,23:12:31,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   53   64    3  12.3543  -5.2684   3.3549,663.0,663,medium,run11,client
83566.0,23:12:46,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   68   64    3  12.3543  -5.2684   3.3549,678.0,678,medium,run11,client
83581.0,23:13:01,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   14   64    7   0.3907   0.0094   8.1711,693.0,693,medium,run11,client
83596.0,23:13:16,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   29   64    7   0.3907   0.0094   8.1711,708.0,708,medium,run11,client
83611.0,23:13:31,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   44   64    7   0.3907   0.0094   8.1711,723.0,723,medium,run11,client
83626.0,23:13:46,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   59   64    7   0.3907   0.0094   8.1711,738.0,738,medium,run11,client
83641.0,23:14:01,selected_peer,boundary1,*boundary1       10.0.10.4       10 u    8   64   17  18.7841  -8.8067   3.6745,753.0,753,medium,run11,client
83656.0,23:14:16,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   23   64   17  18.7841  -8.8067   3.6745,768.0,768,medium,run11,client
83671.0,23:14:31,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   39   64   17  18.7841  -8.8067   3.6745,783.0,783,medium,run11,client
83686.0,23:14:46,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   54   64   17  18.7841  -8.8067   3.6745,798.0,798,medium,run11,client
83702.0,23:15:02,selected_peer,boundary1,*boundary1       10.0.10.4       10 u    2   64   37  21.1525  -8.6666   3.6053,814.0,814,medium,run11,client
83717.0,23:15:17,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   17   64   37  21.1525  -8.6666   3.6053,829.0,829,medium,run11,client
83732.0,23:15:32,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   32   64   37  21.1525  -8.6666   3.6053,844.0,844,medium,run11,client
83747.0,23:15:47,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   47   64   37  21.1525  -8.6666   3.6053,859.0,859,medium,run11,client
83762.0,23:16:02,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   62   64   37  21.1525  -8.6666   3.6053,874.0,874,medium,run11,client
83777.0,23:16:17,selected_peer,boundary1,*boundary1       10.0.10.4       10 u    8   64   77  20.2597  -9.0207   3.7605,889.0,889,medium,run11,client
83792.0,23:16:32,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   23   64   77  20.2597  -9.0207   3.7605,904.0,904,medium,run11,client
