t_s,hhmmss,type,detail,raw,t_rel_s,t_bin_s,scenario,run_id,role
71971.0,19:59:31,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,0.0,0,medium,run04,client
71987.0,19:59:47,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,16.0,16,medium,run04,client
72002.0,20:00:02,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,31.0,31,medium,run04,client
72017.0,20:00:17,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,46.0,46,medium,run04,client
72032.0,20:00:32,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,61.0,61,medium,run04,client
72047.0,20:00:47,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,76.0,76,medium,run04,client
72062.0,20:01:02,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,91.0,91,medium,run04,client
72077.0,20:01:17,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,106.0,106,medium,run04,client
72092.0,20:01:32,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,121.0,121,medium,run04,client
72107.0,20:01:47,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,136.0,136,medium,run04,client
72122.0,20:02:02,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,151.0,151,medium,run04,client
72137.0,20:02:17,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,166.0,166,medium,run04,client
72152.0,20:02:32,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,181.0,181,medium,run04,client
72167.0,20:02:47,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,196.0,196,medium,run04,client
72182.0,20:03:02,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,211.0,211,medium,run04,client
72197.0,20:03:17,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,226.0,226,medium,run04,client
72213.0,20:03:33,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,242.0,242,medium,run04,client
72228.0,20:03:48,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,257.0,257,medium,run04,client
72243.0,20:04:03,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,272.0,272,medium,run04,client
72258.0,20:04:18,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,287.0,287,medium,run04,client
72273.0,20:04:33,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,302.0,302,medium,run04,client
72288.0,20:04:48,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,317.0,317,medium,run04,client
72303.0,20:05:03,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,332.0,332,medium,run04,client
72318.0,20:05:18,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,347.0,347,medium,run04,client
72333.0,20:05:33,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,362.0,362,medium,run04,client
72348.0,20:05:48,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,377.0,377,medium,run04,client
72363.0,20:06:03,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,392.0,392,medium,run04,client
72378.0,20:06:18,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,407.0,407,medium,run04,client
72393.0,20:06:33,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,422.0,422,medium,run04,client
72408.0,20:06:48,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,437.0,437,medium,run04,client
72423.0,20:07:03,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,452.0,452,medium,run04,client
72439.0,20:07:19,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,468.0,468,medium,run04,client
72454.0,20:07:34,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,483.0,483,medium,run04,client
72469.0,20:07:49,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,498.0,498,medium,run04,client
72484.0,20:08:04,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,513.0,513,medium,run04,client
72499.0,20:08:19,init,refid=.INIT.,boundary1       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0001,528.0,528,medium,run04,client
72529.0,20:08:49,selected_peer,boundary1,*boundary1       10.0.10.4       10 u    5   64    1  16.2765  -7.2865   3.5894,558.0,558,medium,run04,client
72544.0,20:09:04,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   20   64    1  16.2765  -7.2865   3.5894,573.0,573,medium,run04,client
72559.0,20:09:19,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   35   64    1  16.2765  -7.2865   3.5894,588.0,588,medium,run04,client
72574.0,20:09:34,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   50   64    1  16.2765  -7.2865   3.5894,603.0,603,medium,run04,client
72589.0,20:09:49,selected_peer,boundary1,*boundary1       10.0.10.4       10 u    6   64    3  19.0571  -8.6925   3.7331,618.0,618,medium,run04,client
72604.0,20:10:04,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   21   64    3  19.0571  -8.6925   3.7331,633.0,633,medium,run04,client
72619.0,20:10:19,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   36   64    3  19.0571  -8.6925   3.7331,648.0,648,medium,run04,client
72634.0,20:10:34,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   51   64    3  19.0571  -8.6925   3.7331,663.0,663,medium,run04,client
72649.0,20:10:49,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   67   64    3  19.0571  -8.6925   3.7331,678.0,678,medium,run04,client
72664.0,20:11:04,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   13   64    7  19.0502  -8.8616   3.5366,693.0,693,medium,run04,client
72680.0,20:11:20,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   28   64    7  19.0502  -8.8616   3.5366,709.0,709,medium,run04,client
72695.0,20:11:35,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   43   64    7  19.0502  -8.8616   3.5366,724.0,724,medium,run04,client
72710.0,20:11:50,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   58   64    7  19.0502  -8.8616   3.5366,739.0,739,medium,run04,client
72725.0,20:12:05,selected_peer,boundary1,*boundary1       10.0.10.4       10 u    7   64   17  14.7801  -6.5493   1.9987,754.0,754,medium,run04,client
72740.0,20:12:20,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   22   64   17  14.7801  -6.5493   1.9987,769.0,769,medium,run04,client
72755.0,20:12:35,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   37   64   17  14.7801  -6.5493   1.9987,784.0,784,medium,run04,client
72770.0,20:12:50,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   52   64   17  14.7801  -6.5493   1.9987,799.0,799,medium,run04,client
72785.0,20:13:05,selected_peer,boundary1,*boundary1       10.0.10.4       10 u    -   64   37  21.6769  -9.8167   1.9951,814.0,814,medium,run04,client
72800.0,20:13:20,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   15   64   37  21.6769  -9.8167   1.9951,829.0,829,medium,run04,client
72815.0,20:13:35,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   30   64   37  21.6769  -9.8167   1.9951,844.0,844,medium,run04,client
72830.0,20:13:50,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   45   64   37  21.6769  -9.8167   1.9951,859.0,859,medium,run04,client
72845.0,20:14:05,selected_peer,boundary1,*boundary1       10.0.10.4       10 u   60   64   37  21.6769  -9.8167   1.9951,874.0,874,medium,run04,client
